        -4.94818639e-01, -9.38469193e-01, -1.36673879e+00,
        -1.98273756e+00,  7.08706779e-01,  2.98005609e-01,
        -5.35554402e-01, -2.24556123e-01,  3.93900737e-01,
         1.70873477e-01,  1.34997773e+00,  4.21859922e-01,
         5.56862247e-01,  8.15634677e-01, -4.37434555e-01,
         1.17827329e+00, -2.50807920e-01, -1.82234212e-01,
         9.05290775e-01, -6.68181276e-01,  1.46037154e-01,
         1.66552367e+00, -4.23466295e-01, -1.42932311e-01,
        -9.21289653e-01, -3.69968607e-01, -1.37942755e-01,
         1.25402502e+00, -1.49123692e+00, -1.27090228e+00,
        -2.80478011e+00,  5.89375106e-01, -5.70546329e-01,
        -8.90853075e-01,  1.31375183e+00,  2.71748261e-01,
         6.32980988e-01,  1.34821865e+00,  1.21870042e+00,
         2.40684932e-01, -5.99927031e-01,  1.62575943e+00,
         2.91815970e-01, -1.35084105e+00,  4.43254056e-01,
        -2.34797791e-01,  6.68996413e-01, -1.15035144e+00,
        -1.07795892e+00,  1.33632624e+00,  5.51891508e-01,
        -5.65312528e-01, -2.27377238e+00, -1.81301248e+00,
        -5.06366575e-01,  2.86634145e-01, -6.32216999e-03,
         1.00733163e+00, -1.18227213e+00,  4.16997950e-01,
        -6.44597915e-02, -1.31228150e-01,  3.71872698e-01,
         4.84850877e-01,  1.21243525e+00,  1.63879122e+00,
         6.76920418e-01, -2.56083123e+00,  2.01146915e+00,
        -4.63757349e-01,  1.05670121e+00,  7.00726467e-01,
         1.75479968e-01, -2.02555773e+00, -2.70515025e+00,
        -1.21922184e+00, -1.27176278e+00,  1.84388468e+00,
        -2.07870463e+00, -1.07774471e+00,  6.82297318e-01,
        -1.25277215e+00,  3.30052979e-01,  1.34555850e+00,
        -1.16955312e+00, -7.64718049e-01,  1.85389513e-01,
         7.58226198e-01, -1.35230762e+00,  1.18190286e+00,
        -1.90422277e-01, -8.54473270e-01,  7.48226984e-01,
        -1.51736606e+00, -9.53369896e-01, -7.21713327e-02,
        -1.51635111e+00,  2.62155468e-01,  2.13386519e+00,
        -6.59877002e-01,  5.33882685e-02, -9.70955933e-01,
         3.97494516e-01, -5.81398566e-01, -1.13693542e+00,
         2.85160823e-01,  1.67665511e+00, -8.40052156e-01,
         3.00630643e-01,  1.42330994e+00,  8.37773646e-01,
        -5.82037053e-01,  3.19286401e-01,  4.88197893e-01,
        -1.25818176e-01, -1.12085539e+00, -8.46054663e-01,
        -1.10018478e-01,  1.01069716e+00,  4.60433966e-01,
        -9.07832021e-01, -5.82546730e-01, -1.58473028e+00,
         1.13268534e+00,  4.05957395e-01, -5.37196922e-01,
        -6.64498958e-01,  1.16864381e-01,  1.25781030e+00,
         6.26339631e-01, -4.59642048e-02, -7.45029397e-01,
         2.66790541e-01, -1.81064412e-01,  8.99077267e-01,
        -1.30273307e+00, -1.29550884e+00, -5.80669376e-01,
         3.64973223e-01,  3.04259287e-01, -4.12142860e-01,
        -1.81692047e-01,  4.96099746e-01, -8.56073232e-01,
        -4.77782747e-03, -2.26394801e+00, -2.57620250e-02,
        -1.99943588e-02, -1.90582709e+00,  2.41851948e-01,
         1.80435354e+00, -3.22187557e-01, -6.80540911e-01,
        -3.85213440e-02,  1.33667011e+00]])
